,tweet_id,tweet_text,sentiment,emotion,subject_type,subject,subject_stance
1292,1803809857226621176,"Joe Biden is a White Working Class Warrior, first Democrat since LBJ to win rural America https://t.co/RNRQhIbDiK",positive,NA,topic,rural America,positive
1293,1803809857226621176,"Joe Biden is a White Working Class Warrior, first Democrat since LBJ to win rural America https://t.co/RNRQhIbDiK",positive,NA,event,Democratic election,positive
1294,1803809857226621176,"Joe Biden is a White Working Class Warrior, first Democrat since LBJ to win rural America https://t.co/RNRQhIbDiK",positive,NA,entity,LBJ,neutral
1295,1803809836791968030,"IF Joe Biden is not the party's nominee in November (an often-discussed but very unlikely possibility), @Center4Politics director @LarrySabato joins @CNN's Erin Burnett to discuss Plan B and who Democrats might consider. https://t.co/BmfJvDSZr0",neutral,NA,event,Joe Biden not being the party's nominee,neutral
1296,1803809821679882253,I watched them all live more than 3 years ago. All of them showed PROOF of election fraud. ABSOLUTELY NOTHING was done about it.  @GOP,negative,"anger, concern",entity,election fraud,supportive
1297,1803809821679882253,I watched them all live more than 3 years ago. All of them showed PROOF of election fraud. ABSOLUTELY NOTHING was done about it.  @GOP,negative,"anger, concern",topic,GOP,nonsupportive
1298,1803809783692042288,"Is the Washington Consensus of the 1990s dead? Maybe, but Simon Schropp says Biden's new Washington Consensus 2.0 doesn't add up either. Read his piece: https://t.co/l4I5IgnyB5  @mercatus @scottlincicome @alanbeattie @inumanak @snlester @ChadBown @TheTradeLady @tradereporter",negative,NA,entity,Washington Consensus,nonsupportive
1299,1803809783692042288,"Is the Washington Consensus of the 1990s dead? Maybe, but Simon Schropp says Biden's new Washington Consensus 2.0 doesn't add up either. Read his piece: https://t.co/l4I5IgnyB5  @mercatus @scottlincicome @alanbeattie @inumanak @snlester @ChadBown @TheTradeLady @tradereporter",negative,NA,event,New Washington Consensus 2.0,negative
1300,1803809760166490172,Add this to the $20M Desantis spent on the migrant detention camp in the Keys. Boy the “fiscally conservative” Republicans do like spending our money.,negative,"anger, irritation",entity,DeSantis,nonsupportive
1301,1803809760166490172,Add this to the $20M Desantis spent on the migrant detention camp in the Keys. Boy the “fiscally conservative” Republicans do like spending our money.,negative,"anger, irritation",event/topic,migrant detention camp in the Keys,negative
1302,1803809738234458322,"New Show!!

Will Biden Ever Say No to Netanyahu? COI #619

@KyleAnzalone_ @TheWillPorter @FreemansMind96 @DecampDave @patmacfarlane_ @KyleMatovcik @SarcasmStardust @KelleyBVlahos @Kelleyswords @_AdamFitzgerald @solis_mullen @KymRobinson80 @MdVet4 

https://t.co/8C0O5FVOFe",negative,"anger, concern",entity,Biden,nonsupportive
1303,1803809738234458322,"New Show!!

Will Biden Ever Say No to Netanyahu? COI #619

@KyleAnzalone_ @TheWillPorter @FreemansMind96 @DecampDave @patmacfarlane_ @KyleMatovcik @SarcasmStardust @KelleyBVlahos @Kelleyswords @_AdamFitzgerald @solis_mullen @KymRobinson80 @MdVet4 

https://t.co/8C0O5FVOFe",negative,"anger, concern",topic,COI #619,negative
1304,1803809724376183140,"Describing Israel’s war with Hamas as a war of elimination against Palestinians is the definition of blood libel, you antisemitic sack of shit. 

Your willful misuse of highly inflammatory terms proves Rep Torres’ point. Fuck you",negative,"anger, distrust",entity,Rep Torres,nonsupportive
1305,1803809724376183140,"Describing Israel’s war with Hamas as a war of elimination against Palestinians is the definition of blood libel, you antisemitic sack of shit. 

Your willful misuse of highly inflammatory terms proves Rep Torres’ point. Fuck you",negative,"anger, distrust",term,antisemitic,negative
1306,1803809724376183140,"Describing Israel’s war with Hamas as a war of elimination against Palestinians is the definition of blood libel, you antisemitic sack of shit. 

Your willful misuse of highly inflammatory terms proves Rep Torres’ point. Fuck you",negative,"anger, distrust",term,blood libel,negative
1307,1803809697960485306,"He has allegedly called Judaism ""the religion of anti-Christ"" &amp; said ""all Jews are dangerous,"" while describing himself as a fan of white supremacist Nick Fuentes.

https://t.co/4kZa8OUhrA

""Far-right commentator w/history of antisemitic remarks voted on Idaho GOP’s platform""",negative,"anger, disgust",entity,Donald Trump,nonsupportive
1308,1803809697960485306,"He has allegedly called Judaism ""the religion of anti-Christ"" &amp; said ""all Jews are dangerous,"" while describing himself as a fan of white supremacist Nick Fuentes.

https://t.co/4kZa8OUhrA

""Far-right commentator w/history of antisemitic remarks voted on Idaho GOP’s platform""",negative,"anger, disgust",topic,antisemitism,negative
1309,1803809656361353646,"Democrat staffer making $80,000 a year in taxpayer-funded salary is roasted for boasting about Biden wiping his student debt https://t.co/0JEVJdYUMC https://t.co/nbJ5uz3pWZ",negative,"anger, outrage, exasperation",entity,student debt,nonsupportive
1310,1803809656361353646,"Democrat staffer making $80,000 a year in taxpayer-funded salary is roasted for boasting about Biden wiping his student debt https://t.co/0JEVJdYUMC https://t.co/nbJ5uz3pWZ",negative,"anger, outrage, exasperation",event,Biden wiping student debt,positive
1311,1803809656361353646,"Democrat staffer making $80,000 a year in taxpayer-funded salary is roasted for boasting about Biden wiping his student debt https://t.co/0JEVJdYUMC https://t.co/nbJ5uz3pWZ",negative,"anger, outrage, exasperation",topic,taxpayer-funded salary,negative
1312,1803809656361353646,"Democrat staffer making $80,000 a year in taxpayer-funded salary is roasted for boasting about Biden wiping his student debt https://t.co/0JEVJdYUMC https://t.co/nbJ5uz3pWZ",negative,"anger, outrage, exasperation",entity,Democrat staffer,nonsupportive
1313,1803809654251651152,"Democrat staffer making $80,000 a year in taxpayer-funded salary is roasted for boasting about Biden wiping his student debt https://t.co/FWEolgl9H0 https://t.co/jh33e6OgE4",negative,"distrust, anger",entity,Biden,nonsupportive
1314,1803809654251651152,"Democrat staffer making $80,000 a year in taxpayer-funded salary is roasted for boasting about Biden wiping his student debt https://t.co/FWEolgl9H0 https://t.co/jh33e6OgE4",negative,"distrust, anger",topic,taxpayer-funded salary,negative
1315,1803809654251651152,"Democrat staffer making $80,000 a year in taxpayer-funded salary is roasted for boasting about Biden wiping his student debt https://t.co/FWEolgl9H0 https://t.co/jh33e6OgE4",negative,"distrust, anger",event,roasting,negative
1316,1803809644848267620,@Anti_Biden_Dems @ProjectLincoln How’s the weather in St. Petersburg today? The Russian trollbot farms aren’t even trying to create believable chaos bots anymore. Mute and block. https://t.co/lNxGd0MYJq,positive,"anger, distrust, concern",entity,Russian trollbot farms,negative
1317,1803809644848267620,@Anti_Biden_Dems @ProjectLincoln How’s the weather in St. Petersburg today? The Russian trollbot farms aren’t even trying to create believable chaos bots anymore. Mute and block. https://t.co/lNxGd0MYJq,positive,"anger, distrust, concern",topic,Anti-Biden_Dems @ProjectLincoln,supportive
1318,1803809641320546418,"BIDEN’S AMERICA: While you work to pay rent, your tax $$ pay for FREE housing for illegals

Migrant shelters are popping up all over NYC with new furniture

Mayor Adams f**** over New Yorkers who can’t find affordable housing - gives illegals housing if they don’t like the hotels https://t.co/ZRIw1YofGI",negative,"anger, distrust, concern",entity,New Yorkers,nonsupportive
1319,1803809641320546418,"BIDEN’S AMERICA: While you work to pay rent, your tax $$ pay for FREE housing for illegals

Migrant shelters are popping up all over NYC with new furniture

Mayor Adams f**** over New Yorkers who can’t find affordable housing - gives illegals housing if they don’t like the hotels https://t.co/ZRIw1YofGI",negative,"anger, distrust, concern",entity,Mayor Adams,negative
1320,1803809641320546418,"BIDEN’S AMERICA: While you work to pay rent, your tax $$ pay for FREE housing for illegals

Migrant shelters are popping up all over NYC with new furniture

Mayor Adams f**** over New Yorkers who can’t find affordable housing - gives illegals housing if they don’t like the hotels https://t.co/ZRIw1YofGI",negative,"anger, distrust, concern",entity,illegals,supportive
1321,1803809641320546418,"BIDEN’S AMERICA: While you work to pay rent, your tax $$ pay for FREE housing for illegals

Migrant shelters are popping up all over NYC with new furniture

Mayor Adams f**** over New Yorkers who can’t find affordable housing - gives illegals housing if they don’t like the hotels https://t.co/ZRIw1YofGI",negative,"anger, distrust, concern",topic,affordable housing,negative
1322,1803809621079187724,"I’m at #IRE24, but I wrote something for you #orpol fans before I left: Oregon Rep. and lifelong Republican Charlie Conrad has left the GOP, saying he can’t fight for a small-tent party with Trump as its standardbearer.

https://t.co/QpaVHK2IEm",negative,"disappointment, frustration",entity,Trump,supportive
1323,1803809621079187724,"I’m at #IRE24, but I wrote something for you #orpol fans before I left: Oregon Rep. and lifelong Republican Charlie Conrad has left the GOP, saying he can’t fight for a small-tent party with Trump as its standardbearer.

https://t.co/QpaVHK2IEm",negative,"disappointment, frustration",event,Charlie Conrad leaving the GOP,positive
1324,1803809621079187724,"I’m at #IRE24, but I wrote something for you #orpol fans before I left: Oregon Rep. and lifelong Republican Charlie Conrad has left the GOP, saying he can’t fight for a small-tent party with Trump as its standardbearer.

https://t.co/QpaVHK2IEm",negative,"disappointment, frustration",topic,GOP,negative
1325,1803809601256620083,"#tomselleck💩Earned Secret Service no PAC Aced 42 for 42 8,239 Affidavits 237Years🇺🇸History 👄#realDonaldTrump🎖🪖VP1 #TeamTrump🏆NOV 5 2024🇺🇸N1 #GOP Advice Ideals🇺🇸#2024FREEE Ideals🧠Deficit 0 15 21Years, SNIPERS,GARNISHMENT ILLEGALS💰Buy Leadership🇺🇸🎯subjects N1 #GOP👂Honest🇺🇸 https://t.co/8phHjoxVgf",negative,"anger, frustration",entity,Donald Trump,supportive
1326,1803809601256620083,"#tomselleck💩Earned Secret Service no PAC Aced 42 for 42 8,239 Affidavits 237Years🇺🇸History 👄#realDonaldTrump🎖🪖VP1 #TeamTrump🏆NOV 5 2024🇺🇸N1 #GOP Advice Ideals🇺🇸#2024FREEE Ideals🧠Deficit 0 15 21Years, SNIPERS,GARNISHMENT ILLEGALS💰Buy Leadership🇺🇸🎯subjects N1 #GOP👂Honest🇺🇸 https://t.co/8phHjoxVgf",negative,"anger, frustration",event,Secret Service protection for PAC candidates,negative
1327,1803809601256620083,"#tomselleck💩Earned Secret Service no PAC Aced 42 for 42 8,239 Affidavits 237Years🇺🇸History 👄#realDonaldTrump🎖🪖VP1 #TeamTrump🏆NOV 5 2024🇺🇸N1 #GOP Advice Ideals🇺🇸#2024FREEE Ideals🧠Deficit 0 15 21Years, SNIPERS,GARNISHMENT ILLEGALS💰Buy Leadership🇺🇸🎯subjects N1 #GOP👂Honest🇺🇸 https://t.co/8phHjoxVgf",negative,"anger, frustration",topic,Trump's 42 Affidavits,neutral
1328,1803809601256620083,"#tomselleck💩Earned Secret Service no PAC Aced 42 for 42 8,239 Affidavits 237Years🇺🇸History 👄#realDonaldTrump🎖🪖VP1 #TeamTrump🏆NOV 5 2024🇺🇸N1 #GOP Advice Ideals🇺🇸#2024FREEE Ideals🧠Deficit 0 15 21Years, SNIPERS,GARNISHMENT ILLEGALS💰Buy Leadership🇺🇸🎯subjects N1 #GOP👂Honest🇺🇸 https://t.co/8phHjoxVgf",negative,"anger, frustration",entity,Kamala Harris,nonsupportive
1329,1803809601256620083,"#tomselleck💩Earned Secret Service no PAC Aced 42 for 42 8,239 Affidavits 237Years🇺🇸History 👄#realDonaldTrump🎖🪖VP1 #TeamTrump🏆NOV 5 2024🇺🇸N1 #GOP Advice Ideals🇺🇸#2024FREEE Ideals🧠Deficit 0 15 21Years, SNIPERS,GARNISHMENT ILLEGALS💰Buy Leadership🇺🇸🎯subjects N1 #GOP👂Honest🇺🇸 https://t.co/8phHjoxVgf",negative,"anger, frustration",event,History of Secret Service protection for PAC candidates,negative
1330,1803809601080766917,"@GulfFLLinda Those hair plugs itch, plus he’s a dirty sucker too.",negative,"anger, distrust",entity,Linda,nonsupportive
1331,1803809601080766917,"@GulfFLLinda Those hair plugs itch, plus he’s a dirty sucker too.",negative,"anger, distrust",entity,Donald Trump,supportive
1332,1803809580423745656,"@TheDemocrats @JoeBiden Biden caused the crisis at the border without any legislation. 

Biden can fix the crisis at the border in a couple hours without any new legislation.

Why doesn't Biden want to fix the border crisis?

https://t.co/LgkXDzL1vJ",negative,"anger, distrust, concern",entity,Biden,nonsupportive
1333,1803809580423745656,"@TheDemocrats @JoeBiden Biden caused the crisis at the border without any legislation. 

Biden can fix the crisis at the border in a couple hours without any new legislation.

Why doesn't Biden want to fix the border crisis?

https://t.co/LgkXDzL1vJ",negative,"anger, distrust, concern",event,border crisis,supportive
1334,1803809579958194203,"Last session an anti children GOP supermajority and corrupt billionaire governor had a teacher shortage over 1000, but they had a budget surplus of $2.7 billion. So... they spent it all, raised our taxes, and still had a teacher shortage of 1000+

Elect workers. Vote blue. #mtpol",negative,"anger, frustration",entity,GOP supermajority,nonsupportive
1335,1803809579958194203,"Last session an anti children GOP supermajority and corrupt billionaire governor had a teacher shortage over 1000, but they had a budget surplus of $2.7 billion. So... they spent it all, raised our taxes, and still had a teacher shortage of 1000+

Elect workers. Vote blue. #mtpol",negative,"anger, frustration",entity,corrupt billionaire governor,nonsupportive
1336,1803809579958194203,"Last session an anti children GOP supermajority and corrupt billionaire governor had a teacher shortage over 1000, but they had a budget surplus of $2.7 billion. So... they spent it all, raised our taxes, and still had a teacher shortage of 1000+

Elect workers. Vote blue. #mtpol",negative,"anger, frustration",event,teacher shortage in schools,negative
1337,1803809463213670594,"If the Biden campaign was smart, they'd have ads talking about how a Trump-backed federal anti-abortion law could override the Nevada Constitution.",negative,anger,entity,Biden campaign,supportive
1338,1803809463213670594,"If the Biden campaign was smart, they'd have ads talking about how a Trump-backed federal anti-abortion law could override the Nevada Constitution.",negative,anger,event,Trump-backed federal anti-abortion law,nonsupportive
1339,1803809443286528230,@PpollingNumbers And this is an example of how stupid polls are!  Biden will kill it in New York like every other Democrat presidential candidate has!,negative,"anger, distrust",entity,polls,nonsupportive
1340,1803809443286528230,@PpollingNumbers And this is an example of how stupid polls are!  Biden will kill it in New York like every other Democrat presidential candidate has!,negative,"anger, distrust",event,US Presidential Election in New York,supportive
1341,1803809443286528230,@PpollingNumbers And this is an example of how stupid polls are!  Biden will kill it in New York like every other Democrat presidential candidate has!,negative,"anger, distrust",entity,Biden,nonsupportive
1342,1803809435585810732,"Your reminder that a handful of states decide elections, not a national popular vote. 

Trump leads in WI, PA, MI, NV, AZ and Georgia. 

Biden scrapes out one tie... In Minnesota.",neutral,NA,event,US presidential election,neutral
1343,1803809435585810732,"Your reminder that a handful of states decide elections, not a national popular vote. 

Trump leads in WI, PA, MI, NV, AZ and Georgia. 

Biden scrapes out one tie... In Minnesota.",neutral,NA,entity,Donald Trump,supportive
1344,1803809435585810732,"Your reminder that a handful of states decide elections, not a national popular vote. 

Trump leads in WI, PA, MI, NV, AZ and Georgia. 

Biden scrapes out one tie... In Minnesota.",neutral,NA,entity,Joe Biden,nonsupportive
1345,1803809435585810732,"Your reminder that a handful of states decide elections, not a national popular vote. 

Trump leads in WI, PA, MI, NV, AZ and Georgia. 

Biden scrapes out one tie... In Minnesota.",neutral,NA,event,"US presidential election in Wisconsin, Pennsylvania, Michigan, Nevada, Arizona, and Georgia",neutral
1346,1803809433325281550,"Ok folks. My take on this. Your thoughts?

Biden is absolutely going to be replaced. But they are waiting on Trumps VP pick to see what the liability is.

If Trump picks a simp, much easier for the dems to win. If Trump shocks us all and chooses wisely, then it almost forces https://t.co/zwQEMufALX",negative,"concern, distrust, expectation of vulnerability",entity,Trump's VP pick,nonsupportive
1347,1803809433325281550,"Ok folks. My take on this. Your thoughts?

Biden is absolutely going to be replaced. But they are waiting on Trumps VP pick to see what the liability is.

If Trump picks a simp, much easier for the dems to win. If Trump shocks us all and chooses wisely, then it almost forces https://t.co/zwQEMufALX",negative,"concern, distrust, expectation of vulnerability",event,Biden being replaced,negative
1348,1803809433325281550,"Ok folks. My take on this. Your thoughts?

Biden is absolutely going to be replaced. But they are waiting on Trumps VP pick to see what the liability is.

If Trump picks a simp, much easier for the dems to win. If Trump shocks us all and chooses wisely, then it almost forces https://t.co/zwQEMufALX",negative,"concern, distrust, expectation of vulnerability",topic,Republican Party strategy,supportive
1349,1803809394096054621,"@Charvettebey @MsTaraDowdell 8.27.20 — explained perfectly the Trump strategy of ""The Big Lie""....  *8.27.20*

""Trump will accuse Biden of everything ""he has done, is doing, and what he plans to do""

We heard and understood as well.  Cable TV millionaires were 🙉🙈🙊 https://t.co/CLugTwh6VZ",negative,"anger, distrust",entity,Trump strategy of 'The Big Lie',nonsupportive
1350,1803809394096054621,"@Charvettebey @MsTaraDowdell 8.27.20 — explained perfectly the Trump strategy of ""The Big Lie""....  *8.27.20*

""Trump will accuse Biden of everything ""he has done, is doing, and what he plans to do""

We heard and understood as well.  Cable TV millionaires were 🙉🙈🙊 https://t.co/CLugTwh6VZ",negative,"anger, distrust",event,accusation by Trump,negative
1351,1803809394096054621,"@Charvettebey @MsTaraDowdell 8.27.20 — explained perfectly the Trump strategy of ""The Big Lie""....  *8.27.20*

""Trump will accuse Biden of everything ""he has done, is doing, and what he plans to do""

We heard and understood as well.  Cable TV millionaires were 🙉🙈🙊 https://t.co/CLugTwh6VZ",negative,"anger, distrust",entity,Cable TV millionaires,supportive
1352,1803809381496291597,"GOP state lawmaker Neil Friske arrested in Lansing on undisclosed charges

Could be arraigned as soon as Friday if the Ingham County prosecutor authorizes charges... 

https://t.co/uHhhjAcoZn

via @DNBethLeBlanc &amp; @detroitnews",negative,"concern, distrust",entity,Neil Friske,nonsupportive
1353,1803809381496291597,"GOP state lawmaker Neil Friske arrested in Lansing on undisclosed charges

Could be arraigned as soon as Friday if the Ingham County prosecutor authorizes charges... 

https://t.co/uHhhjAcoZn

via @DNBethLeBlanc &amp; @detroitnews",negative,"concern, distrust",event,arrest of GOP state lawmaker Neil Friske,negative
1354,1803809376584765942,"@Dexter__Wright @RpsAgainstTrump @MichaelSteele I’m an independent voter and he has done nothing in the past 7 years to convince me he will work for the American people. He only works for MAGA. His character, felonies, bankruptcies etc) played a huge factor in why I cannot support him.

I want a fiscally conservative,",negative,"anger, distrust",entity,Donald Trump,nonsupportive
1355,1803809376584765942,"@Dexter__Wright @RpsAgainstTrump @MichaelSteele I’m an independent voter and he has done nothing in the past 7 years to convince me he will work for the American people. He only works for MAGA. His character, felonies, bankruptcies etc) played a huge factor in why I cannot support him.

I want a fiscally conservative,",negative,"anger, distrust",event,past 7 years of Donald Trump's presidency,negative
1356,1803809346222014587,"We need to re-examine a lot of Biden videos to ensure that we have not been fooled over the years by cheap fakes.

Is this video showing Biden being ignored, humiliated and emasculated by Barack Obama real, or fake?

Many people have said that this video demonstrates who is https://t.co/C2Ovh7HpYB",negative,"anger, distrust",entity,Barack Obama,nonsupportive
1357,1803809346222014587,"We need to re-examine a lot of Biden videos to ensure that we have not been fooled over the years by cheap fakes.

Is this video showing Biden being ignored, humiliated and emasculated by Barack Obama real, or fake?

Many people have said that this video demonstrates who is https://t.co/C2Ovh7HpYB",negative,"anger, distrust",event,video of Biden being ignored/humiliated/emasculated by Obama,supportive
1358,1803809346222014587,"We need to re-examine a lot of Biden videos to ensure that we have not been fooled over the years by cheap fakes.

Is this video showing Biden being ignored, humiliated and emasculated by Barack Obama real, or fake?

Many people have said that this video demonstrates who is https://t.co/C2Ovh7HpYB",negative,"anger, distrust",topic,fake news/video manipulation,negative
1359,1803809345685106831,"Trump will be debating Tapper, not Biden😁",negative,anger,event,debate between Trump and Tapper,supportive
1360,1803809345685106831,"Trump will be debating Tapper, not Biden😁",negative,anger,entity,Biden,nonsupportive
1361,1803809329449189496,Fox Shy About Their Own Poll Showing Biden Leads Trump https://t.co/vYsFS1Qf8I,positive,amusement,entity,Biden,supportive
1362,1803809329449189496,Fox Shy About Their Own Poll Showing Biden Leads Trump https://t.co/vYsFS1Qf8I,positive,amusement,entity,Trump,nonsupportive
1363,1803809299124072502,"@Glennlaine2 @BethCharron1 @AafkodeVries @keffir99 @MIOWNopinions @selfgovernedca @DanielTyrie @realDonkeyDong @CPC_HQ Peyman has the correct message.  PPC should have articulated this from the get-go and many of us called for it.  
(It is clear to me now that mass immigration has always been a Conservative policy). Other than that, Peyman is right on.
https://t.co/AaYNBFTYJA",positive,"agreement, approval",entity,Peyman,supportive
1364,1803809299124072502,"@Glennlaine2 @BethCharron1 @AafkodeVries @keffir99 @MIOWNopinions @selfgovernedca @DanielTyrie @realDonkeyDong @CPC_HQ Peyman has the correct message.  PPC should have articulated this from the get-go and many of us called for it.  
(It is clear to me now that mass immigration has always been a Conservative policy). Other than that, Peyman is right on.
https://t.co/AaYNBFTYJA",positive,"agreement, approval",entity,PPC,nonsupportive
1365,1803809299124072502,"@Glennlaine2 @BethCharron1 @AafkodeVries @keffir99 @MIOWNopinions @selfgovernedca @DanielTyrie @realDonkeyDong @CPC_HQ Peyman has the correct message.  PPC should have articulated this from the get-go and many of us called for it.  
(It is clear to me now that mass immigration has always been a Conservative policy). Other than that, Peyman is right on.
https://t.co/AaYNBFTYJA",positive,"agreement, approval",topic,mass immigration policy,negative
1366,1803809299124072502,"@Glennlaine2 @BethCharron1 @AafkodeVries @keffir99 @MIOWNopinions @selfgovernedca @DanielTyrie @realDonkeyDong @CPC_HQ Peyman has the correct message.  PPC should have articulated this from the get-go and many of us called for it.  
(It is clear to me now that mass immigration has always been a Conservative policy). Other than that, Peyman is right on.
https://t.co/AaYNBFTYJA",positive,"agreement, approval",event,Conservative policy,negative
1367,1803809263929717003,"Foxnews host says bread $13 dollars under Biden to Magas who bought bread yesterday at the grocery store 
Huh?
What? 
LMFAO",negative,"amusement, confusion",entity,Biden,nonsupportive
1368,1803809263929717003,"Foxnews host says bread $13 dollars under Biden to Magas who bought bread yesterday at the grocery store 
Huh?
What? 
LMFAO",negative,"amusement, confusion",event,Foxnews host saying bread is $13 under Biden's price,negative
1369,1803809190286131371,"The problem I have is that MAGA, which I originally supported, went from being America First to now just Trump First. That's not what I signed up for.",negative,"anger, disappointment",entity,MAGA,nonsupportive
1370,1803809190286131371,"The problem I have is that MAGA, which I originally supported, went from being America First to now just Trump First. That's not what I signed up for.",negative,"anger, disappointment",topic,America First movement,supportive
1371,1803809182866379038,@BidenHQ @benwikler Inflation was at 1.4% when Trump left office and Biden skyrocketed it to 9%. Stop lying! https://t.co/QGpWRLlrtL,negative,"anger, outrage",entity,Biden,supportive
1372,1803809182866379038,@BidenHQ @benwikler Inflation was at 1.4% when Trump left office and Biden skyrocketed it to 9%. Stop lying! https://t.co/QGpWRLlrtL,negative,"anger, outrage",event,inflation under Biden and Trump,negative
1373,1803809182031683960,"wrote about the remarkable rise of Silicon Valley Rep. @RoKhanna, his genuinely unique media strategy, and the messages he (and his growing fan base) are telegraphing about the future of Joe Biden's Democratic Party: https://t.co/kIx4mNfk5p",positive,"excitement, respect",entity,@RoKhanna,supportive
1374,1803809182031683960,"wrote about the remarkable rise of Silicon Valley Rep. @RoKhanna, his genuinely unique media strategy, and the messages he (and his growing fan base) are telegraphing about the future of Joe Biden's Democratic Party: https://t.co/kIx4mNfk5p",positive,"excitement, respect",event,Democratic Party,nonsupportive
1375,1803809164117844192,"@RobertKennedyJr The Biden ministration wants to put tags on all basin and title that move between state lines. Guess why?
@trentloos 6th Gen Farmer https://t.co/lThLEoszxY",negative,concern,entity,Biden ministration,nonsupportive
1376,1803809164117844192,"@RobertKennedyJr The Biden ministration wants to put tags on all basin and title that move between state lines. Guess why?
@trentloos 6th Gen Farmer https://t.co/lThLEoszxY",negative,concern,event,tags on basin and title,negative
1377,1803809146073997757,"In every one of the last five national polls released by major polling outlets, Biden is leading: https://t.co/xutTQfWt6j",negative,NA,entity,Biden,nonsupportive
1378,1803809111898767696,"I’m leading nearly 70 Members of Congress in urging the Biden Administration to consider refugee status for certain Palestinians fleeing Gaza.

Countless families with strong ties to our country remain stranded in life-threatening conditions.

They should be able to seek relief. https://t.co/7PoqTSCqus",positive,"concern, empathy",entity,Biden Administration,supportive
1379,1803809111898767696,"I’m leading nearly 70 Members of Congress in urging the Biden Administration to consider refugee status for certain Palestinians fleeing Gaza.

Countless families with strong ties to our country remain stranded in life-threatening conditions.

They should be able to seek relief. https://t.co/7PoqTSCqus",positive,"concern, empathy",event/topic,refugee status for Palestinians fleeing Gaza,supportive
1380,1803809038129389992,We have five months until the November election and Karl Rove and Fox News are already trying to call it for Biden.,negative,"anger, distrust",entity,Biden,nonsupportive
1381,1803809038129389992,We have five months until the November election and Karl Rove and Fox News are already trying to call it for Biden.,negative,"anger, distrust",topic,election prediction,negative
1382,1803809026808955358,"US to redirect Patriot air defense orders to Ukraine: FT

Biden stated that five nations have committed to deploy Patriot and other air defense systems to #Ukraine and that other countries seeking US systems would have to wait. https://t.co/zs80TJGGty",neutral,NA,event,US redirecting Patriot air defense orders to Ukraine,neutral
1383,1803809026808955358,"US to redirect Patriot air defense orders to Ukraine: FT

Biden stated that five nations have committed to deploy Patriot and other air defense systems to #Ukraine and that other countries seeking US systems would have to wait. https://t.co/zs80TJGGty",neutral,NA,entity,Biden,neutral
1384,1803809025496089055,"""US spies believe China’s leaders see little or no upside to the looming electoral showdown between President Joe Biden and his predecessor Donald Trump"".

https://t.co/vomg1h2goL",negative,NA,entity,China's leaders,nonsupportive
1385,1803809025496089055,"""US spies believe China’s leaders see little or no upside to the looming electoral showdown between President Joe Biden and his predecessor Donald Trump"".

https://t.co/vomg1h2goL",negative,NA,event,electoral showdown between President Joe Biden and Donald Trump,negative
1386,1803808887734522229,"NEW: Not only is the 34-count conviction a permanent stain on Donald’s criminal record, but a new poll that was released on Fox News shows voters are permanently abandoning the corrupt adulterer’s presidential campaign to support Joe Biden (FULL STORY): https://t.co/wCtAGLkmiC",negative,"anger, concern",entity,Donald Trump,nonsupportive
1387,1803808887734522229,"NEW: Not only is the 34-count conviction a permanent stain on Donald’s criminal record, but a new poll that was released on Fox News shows voters are permanently abandoning the corrupt adulterer’s presidential campaign to support Joe Biden (FULL STORY): https://t.co/wCtAGLkmiC",negative,"anger, concern",entity,Joe Biden,supportive
1388,1803808877118431394,@nicksortor Trump should demand a drug test from Joe Biden.,negative,"distrust, anger",entity,Joe Biden,nonsupportive
1389,1803808877118431394,@nicksortor Trump should demand a drug test from Joe Biden.,negative,"distrust, anger",event,demand for drug test,supportive
1390,1803808876833214558,so yeah as I was mentioning while Biden was pouring the contents of your wallet into sewers all around the globe,negative,"anger, distrust, concern",entity,Biden,nonsupportive
1391,1803808876833214558,so yeah as I was mentioning while Biden was pouring the contents of your wallet into sewers all around the globe,negative,"anger, distrust, concern",topic, Russian nuclear sub in Florida,negative
1392,1803808853596745852,@Shadaya_Knight 💯💯💯 Imagine being in bed with Biden. Sleepy Biden who doesn’t even know if he is alive or dead. Loser. Our country is literally being ruled by the west not Ruto.,negative,"anger, contempt",entity,Joe Biden,nonsupportive
1393,1803808853596745852,@Shadaya_Knight 💯💯💯 Imagine being in bed with Biden. Sleepy Biden who doesn’t even know if he is alive or dead. Loser. Our country is literally being ruled by the west not Ruto.,negative,"anger, contempt",event,US rule in Kenya,negative
1394,1803808842247225605,"Usual caveats on NV polling and any poll done this far away from election, but Emerson has showed the presidential race close for awhile and Rosen gradually building a lead.

Biden's numbers here remain awful, but abortion ballot question has big support.

Bottom line: #WeMatter",negative,"anger, concern",entity,Biden's numbers,awful
1395,1803808842247225605,"Usual caveats on NV polling and any poll done this far away from election, but Emerson has showed the presidential race close for awhile and Rosen gradually building a lead.

Biden's numbers here remain awful, but abortion ballot question has big support.

Bottom line: #WeMatter",negative,"anger, concern",event,presidential race,neutral
1396,1803808842247225605,"Usual caveats on NV polling and any poll done this far away from election, but Emerson has showed the presidential race close for awhile and Rosen gradually building a lead.

Biden's numbers here remain awful, but abortion ballot question has big support.

Bottom line: #WeMatter",negative,"anger, concern",topic,abortion ballot question,positive
1397,1803808842247225605,"Usual caveats on NV polling and any poll done this far away from election, but Emerson has showed the presidential race close for awhile and Rosen gradually building a lead.

Biden's numbers here remain awful, but abortion ballot question has big support.

Bottom line: #WeMatter",negative,"anger, concern",entity,Rosen,building a lead
